id,word,pinyin,definition,definition_th,level,example_sentence,example_pinyin
4998,送行,sòng xíng,to see someone off; to bid farewell to someone who is leaving,ไปส่ง; อำลาเมื่อมีคนจากไป,6,我们到机场为他送行。,Wǒmen dào jīchǎng wèi tā sòng xíng.
4999,素质,sù zhì,"Quality; character; innate quality; personal attributes (often referring to moral, intellectual, or physical qualities).",คุณภาพ; คุณลักษณะ; คุณสมบัติภายใน (มักหมายถึงคุณธรรม สติปัญญา หรือคุณสมบัติทางกายภาพ).,6,他的素质很高。,Tā de sù zhì hěn gāo.
5000,算是,suàn shì,,,6,这就算是我对你的报答。,Zhè jiù suàn shì wǒ duì nǐ de bàodá.
5001,虽,suī,although; even though,แม้ว่า; ถึงแม้ว่า,6,虽难，但他坚持。,"suī nán, dàn tā jiānchí."
5002,算了,suàn le,Forget it; let it go; drop it (used to indicate giving up or ending a discussion).,ช่างมันเถอะ; ปล่อยไป; เลิกเถอะ (ใช้เพื่อแสดงการยอมแพ้หรือยุติการสนทนา).,6,算了，别吵了。,"Suàn le, bié chǎo le."
5003,踏实,tā shi,"steady, reliable, down-to-earth; feeling secure or at ease","มั่นคง, เชื่อถือได้, ลงตัว; รู้สึกปลอดภัยหรือสบายใจ",6,他工作很踏实。,Tā gōngzuò hěn tā shi.
5004,岁数,suì shu,age; number of years old,อายุ; จำนวนปี,6,他的岁数不小了。,tā de suì shu bù xiǎo le.
5005,塔,tǎ,tower; pagoda; tall structure,หอคอย; เจดีย์; โครงสร้างสูง,6,那座塔很高。,Nà zuò tǎ hěn gāo.
5006,踏,"tā, tà",to step on; to tread; to stamp; to press down with the foot; (figuratively) to be down-to-earth or practical,เหยียบ; ย่ำ; กดด้วยเท้า; (ในเชิงเปรียบเทียบ) หมายถึงการทำงานหรือการปฏิบัติอย่างจริงจังและลงมือทำจริง,6,他踏实地工作。,Tā tàshí de gōngzuò.
5007,台灯,tái dēng,desk lamp; table lamp,โคมไฟตั้งโต๊ะ; โคมไฟสำหรับวางบนโต๊ะ,6,台灯照亮了书桌。,Tái dēng zhào liàng le shū zhuō.
5008,叹气,tàn qì,to sigh; to heave a sigh,ถอนหายใจ; ปล่อยลมหายใจออกมาอย่างยาวเพื่อแสดงความรู้สึกผิดหวังหรือเหนื่อย,6,他常常叹气。,tā cháng cháng tàn qì.
5009,探索,tàn suǒ,to explore; to probe; to investigate,สำรวจ; ค้นคว้า; สืบสวน,6,科学家正在探索宇宙的奥秘。,kē xué jiā zhèng zài tàn suǒ yǔ zhòu de ào mì.
5010,太阳能,tài yáng néng,solar energy,พลังงานแสงอาทิตย์,6,太阳能是一种清洁能源。,tài yáng néng shì yī zhǒng qīng jié néng yuán.
5011,探讨,tàn tǎo,"to explore, discuss, or investigate (a topic or issue)",สำรวจหรืออภิปราย (หัวข้อหรือปัญหา),6,我们探讨了这个问题。,wǒ men tàn tǎo le zhè ge wèn tí.
5012,趟,"tāng, tàng",A measure word for trips or journeys; to make a trip.,ลักษณนามสำหรับการเดินทางหรือการไปเยือน; การเดินทางไป,6,我明天要去一趟超市。,Wǒ míngtiān yào qù yī tàng chāoshì.
5013,掏,tāo,"to take out (from a pocket, bag, etc.); to fish out; to dig out",ควักออกมา (จากกระเป๋า ถุง ฯลฯ); ดึงออกมา; ขุดออกมา,6,他掏出了钱包。,Tā tāo chū le qiánbāo.
5014,特大,tèdà,exceptionally large; extra large; huge; enormous,ใหญ่เป็นพิเศษ; ใหญ่โตมาก; มหึมา,6,这是特大好消息。,Zhè shì tèdà hǎo xiāoxi.
5015,特地,tè dì,specially; intentionally; for a particular purpose,โดยเฉพาะ; อย่างตั้งใจ; เพื่อจุดประสงค์เฉพาะ,6,我特地来帮你。,Wǒ tè dì lái bāng nǐ.
5016,特,tè,special; particular; especially,พิเศษ; เฉพาะ; โดยเฉพาะ,6,他特别喜欢吃苹果。,Tā tèbié xǐhuān chī píngguǒ.
5017,特快,tè kuài,express (train or service),ด่วนพิเศษ (รถไฟหรือบริการ),6,这趟特快列车很快。,Zhè tàng tè kuài lièchē hěn kuài.
5018,疼痛,téng tòng,"pain, ache, soreness (physical discomfort)",ความเจ็บปวด (ความรู้สึกไม่สบายทางกาย),6,他感到剧烈的疼痛。,Tā gǎndào jùliè de téngtòng.
5019,特意,tè yì,intentionally; deliberately; specially; on purpose,โดยเฉพาะ; อย่างตั้งใจ; จงใจ; เพื่อวัตถุประสงค์เฉพาะ,6,我特意为你准备了礼物。,Wǒ tèyì wèi nǐ zhǔnbèi le lǐwù.
5020,通红,tōng hóng,bright red; flushed; crimson,"แดงก่ำ, แดงจัด, แดงฉาน (มักใช้กับใบหน้า)",6,他的脸变得通红。,Tā de liǎn biàn de tōng hóng.
5021,通行,tōng xíng,to pass through; to be allowed to travel or circulate; passage,การผ่านไปได้; การอนุญาตให้เดินทางหรือสัญจรได้; การผ่าน,6,这条道路禁止通行。,Zhè tiáo dàolù jìnzhǐ tōngxíng.
5022,通话,tōng huà,to have a phone conversation; to make a call,สนทนาทางโทรศัพท์; โทรศัพท์คุยกัน,6,我们每天通话一次。,Wǒmen měitiān tōnghuà yīcì.
5023,同,"tóng, tòng","same; similar; together; with; (tóng) as a preposition meaning 'with' or 'together'; (tòng) as a variant pronunciation in specific contexts like '胡同' (hútòng, alley).","เหมือนกัน; คล้ายกัน; ด้วยกัน; กับ; (tóng) เป็นคำบุพบทหมายถึง 'กับ' หรือ 'ด้วยกัน'; (tòng) เป็นการออกเสียงแปรในบริบทเฉพาะ เช่น '胡同' (hútòng, ซอย).",6,我们同去图书馆。,Wǒmen tóng qù túshūguǎn.
5024,同胞,tóng bāo,compatriot; fellow countryman; sibling (born of the same parents),พี่น้องร่วมชาติ; พี่น้องร่วมเชื้อสาย; พี่น้องที่เกิดจากพ่อแม่เดียวกัน,6,海外同胞心系祖国。,Hǎiwài tóngbāo xīn xì zǔguó.
5025,同期,tóng qī,same period; concurrent; synchronous,ช่วงเวลาเดียวกัน; พร้อมกัน; เกิดขึ้นพร้อมกัน,6,他们同期毕业。,tā men tóng qī bì yè
5026,通讯,tōng xùn,communication; telecommunications; correspondence,การสื่อสาร; โทรคมนาคม; การติดต่อสื่อสาร,6,现代通讯技术发展很快。,xiàn dài tōng xùn jì shù fā zhǎn hěn kuài.
5027,同行,"tóng háng, tóng xíng",1. (tóng háng) colleague; someone in the same profession or industry. 2. (tóng xíng) to travel together; companion on a journey.,1. (tóng háng) เพื่อนร่วมงานหรือผู้ที่อยู่ในอาชีพหรืออุตสาหกรรมเดียวกัน 2. (tóng xíng) เดินทางร่วมกัน; เพื่อนร่วมทาง,6,我们是同行，经常交流。,"Wǒmen shì tóng háng, jīngcháng jiāoliú."
5028,铜牌,tóng pái,bronze medal,เหรียญทองแดง,6,他获得了奥运铜牌。,Tā huòdé le àoyùn tóng pái.
5029,同一,tóng yī,same; identical; uniform,เดียวกัน; เหมือนกัน; อย่างเดียวกัน,6,他们来自同一所学校。,Tāmen láizì tóng yī suǒ xuéxiào.
5030,投票,tóu piào,to vote; to cast a vote,ลงคะแนนเสียง; การลงคะแนนเสียง,6,明天我们将投票选举新主席。,míng tiān wǒ men jiāng tóu piào xuǎn jǔ xīn zhǔ xí.
5031,图书,tú shū,books; publications,หนังสือ; สิ่งพิมพ์,6,图书馆里有很多图书。,tú shū guǎn lǐ yǒu hěn duō tú shū.
5032,透露,tòu lù,to reveal; to disclose; to leak (information),เปิดเผย; บอกให้รู้; ปล่อยข่าว (ข้อมูล),6,他透露了秘密。,tā tòu lù le mì mì.
5033,途径,tú jìng,way; means; method; channel; approach,ทาง; วิธีการ; ช่องทาง,6,这是解决问题的有效途径。,Zhè shì jiě jué wèn tí de yǒu xiào tú jìng.
5034,徒弟,tú dì,Apprentice or disciple; a person who learns a skill or trade from a master.,ลูกศิษย์หรือผู้ฝึกงาน; บุคคลที่เรียนรู้ทักษะหรืออาชีพจากอาจารย์,6,他是我的徒弟。,Tā shì wǒ de tú dì.
5035,团队,tuán duì,team; group,ทีม; กลุ่ม,6,我们的团队合作很成功。,wǒ men de tuán duì hé zuò hěn chéng gōng.
5036,退票,tuì piào,to refund a ticket; to return a ticket for a refund,คืนตั๋ว; ขอเงินคืนตั๋ว,6,我不得不退票。,Wǒ bù dé bù tuì piào.
5037,吞,tūn,to swallow; to gulp down; to engulf,กลืน; กลืนกิน; กลืนลงไป,6,他吞下了一颗药丸。,tā tūn xià le yī kē yào wán.
5038,推出,tuī chū,"to launch; to release; to put out (e.g., a product, service, or policy)",เปิดตัว; ปล่อยออกมา (เช่น ผลิตภัณฑ์ บริการ หรือนโยบาย),6,公司推出新产品。,Gōngsī tuīchū xīn chǎnpǐn.
5039,托,tuō,To entrust; to ask someone to do something on one's behalf; to support or hold up.,"ฝาก, ขอร้องให้ทำแทน; ค้ำจุน, ยกขึ้น",6,他托朋友买票。,Tā tuō péngyou mǎi piào.
5040,拖,tuō,to drag; to pull; to delay; to procrastinate,ลาก; ดึง; ทำให้ล่าช้า; ผัดวันประกันพรุ่ง,6,别拖时间了，快做决定。,"Bié tuō shíjiān le, kuài zuò juédìng."
5041,拖鞋,tuō xié,slippers,รองเท้าแตะ,6,他穿着拖鞋走进客厅。,Tā chuān zhe tuō xié zǒu jìn kè tīng.
5042,挖,wā,"to dig, to excavate","ขุด, ขุดเจาะ",6,工人们正在挖地道。,Gōngrénmen zhèngzài wā dìdào.
5043,娃娃,wá wa,doll; toy baby figure,ตุ๊กตา; ของเล่นรูปเด็ก,6,这个娃娃很可爱。,Zhège wáwa hěn kě'ài.
5044,外币,wài bì,Foreign currency.,เงินตราต่างประเทศ,6,我需要兑换一些外币。,Wǒ xūyào duìhuàn yīxiē wàibì.
5045,外部,wài bù,external; outside; exterior,ภายนอก; ส่วนภายนอก; ด้านนอก,6,外部环境很复杂。,wài bù huán jìng hěn fù zá.
5046,外出,wài chū,to go out; to leave home or a place,ออกไปข้างนอก; ออกจากบ้านหรือสถานที่,6,他外出工作了。,tā wài chū gōng zuò le.
5047,哇,"wā, wa","An interjection expressing surprise, admiration, or excitement, similar to ""wow"" or ""oh"" in English.","คำอุทานแสดงความประหลาดใจ ชื่นชม หรือตื่นเต้น คล้ายกับ ""ว้าว"" หรือ ""โอ้"" ในภาษาไทย",6,哇，这个风景真美！,"Wa, zhège fēngjǐng zhēn měi!"
5048,外科,wài kē,surgery; surgical department,ศัลยกรรม; แผนกศัลยกรรม,6,他是一名外科医生。,tā shì yī míng wài kē yī shēng.
5049,外观,wài guān,appearance; external look; outward appearance,รูปลักษณ์ภายนอก; ลักษณะภายนอก,6,这栋建筑外观很现代。,Zhè dòng jiànzhù wàiguān hěn xiàndài.
5050,外衣,wài yī,outer garment; coat; jacket; outer clothing,เสื้อนอก; เสื้อคลุม; เสื้อแจ็กเก็ต; เสื้อกันหนาว,6,他穿了一件厚外衣。,tā chuān le yī jiàn hòu wài yī.
5051,外来,wài lái,foreign; external; coming from outside,"จากภายนอก, ต่างชาติ, มาจากภายนอก",6,外来文化影响本地习俗。,wài lái wén huà yǐng xiǎng běn dì xí sú.
5052,外资,wài zī,foreign capital; foreign investment,เงินทุนต่างประเทศ; การลงทุนจากต่างประเทศ,6,外资促进了经济发展。,wài zī cù jìn le jīng jì fā zhǎn.
5053,外头,wài tou,outside; outdoors,ภายนอก; ข้างนอก,6,外头正在下雨。,Wài tou zhèngzài xià yǔ.
5054,弯曲,wān qū,curved; bent; winding,โค้ง; งอ; คดเคี้ยว,6,这条小路弯曲向前。,Zhè tiáo xiǎo lù wān qū xiàng qián.
5055,顽皮,wán pí,naughty; mischievous,ซุกซน; ดื้อรั้น,6,这个孩子很顽皮。,Zhège háizi hěn wánpí.
5056,顽强,wán qiáng,tenacious; indomitable; stubborn; persistent,ดื้อดึง; ยืนหยัด; ไม่ยอมแพ้; อดทน,6,他顽强地面对困难。,tā wán qiáng de miàn duì kùn nán.
5057,王后,wáng hòu,Queen (the wife of a king),พระราชินี (ภรรยาของกษัตริย์),6,王后非常善良。,Wáng hòu fēicháng shànliáng.
5058,王子,wáng zǐ,prince (son of a king),เจ้าชาย (บุตรชายของกษัตริย์),6,王子骑着白马进城。,Wáng zǐ qí zhe bái mǎ jìn chéng.
5059,往后,wǎng hòu,from now on; in the future; hereafter,จากนี้ไป; ในอนาคต; หลังจากนี้,6,往后我们要更加努力。,wǎng hòu wǒ men yào gèng jiā nǔ lì.
5060,网吧,wǎng bā,Internet cafe,ร้านอินเทอร์เน็ต,6,网吧里有很多电脑。,wǎng bā lǐ yǒu hěn duō diàn nǎo.
5061,网页,wǎng yè,webpage,หน้าเว็บ,6,我浏览了这个网页。,wǒ liú lǎn le zhè ge wǎng yè.
5062,往年,wǎng nián,previous years; past years,ปีก่อน ๆ; ปีที่ผ่านมา,6,往年天气比今年热。,wǎng nián tiān qì bǐ jīn nián rè.
5063,望见,wàng jiàn,to see from a distance; to catch sight of,มองเห็นจากระยะไกล; เห็นในระยะไกล,6,我望见远处有座山。,Wǒ wàng jiàn yuǎn chù yǒu zuò shān.
5064,危机,wēi jī,crisis; dangerous situation; critical moment,วิกฤต; สถานการณ์อันตราย; ช่วงเวลาวิกฤต,6,经济危机影响全球。,jīng jì wēi jī yǐng xiǎng quán qiú.
5065,威胁,wēi xié,to threaten; to menace; a threat,คุกคาม; ขู่; การคุกคาม,6,环境污染威胁健康。,huán jìng wū rǎn wēi xié jiàn kāng.
5066,往来,wǎng lái,to come and go; to have dealings or interactions; traffic or exchange between parties,"การไปมา, การติดต่อสัมพันธ์, การแลกเปลี่ยนระหว่างกัน",6,两国往来很频繁。,liǎng guó wǎng lái hěn pín fán.
5067,微波炉,wēi bō lú,microwave oven,เตาอบไมโครเวฟ,6,我用微波炉热牛奶。,Wǒ yòng wēi bō lú rè niú nǎi.
5068,维生素,wéi shēng sù,vitamin,วิตามิน,6,水果富含维生素。,shuǐ guǒ fù hán wéi shēng sù.
5069,为此,wèi cǐ,for this reason; because of this; to this end,เพื่อเหตุนี้; เพราะเหตุนี้; เพื่อจุดประสงค์นี้,6,他为此付出了代价。,tā wèi cǐ fù chū le dài jià.
5070,为何,wèi hé,why; for what reason,ทำไม; เพื่อเหตุผลใด,6,你为何不告诉我？,Nǐ wèi hé bù gào sù wǒ?
5071,卧铺,wò pù,sleeper berth; sleeping berth (on a train),ที่นอนบนรถไฟ; ตู้นอน (บนรถไฟ),6,我买了卧铺票。,Wǒ mǎi le wòpù piào.
5072,文娱,wén yú,Cultural and recreational activities; entertainment.,กิจกรรมทางวัฒนธรรมและนันทนาการ; ความบันเทิง,6,文娱活动丰富生活。,Wén yú huó dòng fēng fù shēng huó.
5073,无边,wú biān,boundless; limitless; infinite,"ไร้ขอบเขต, ไม่มีที่สิ้นสุด, กว้างใหญ่ไพศาล",6,大海无边无际。,dà hǎi wú biān wú jì.
5074,乌云,wū yún,Dark clouds; black clouds (often indicating impending rain or storm).,เมฆดำ (มักบ่งบอกถึงฝนหรือพายุที่กำลังจะมา),6,乌云遮住了太阳。,Wū yún zhē zhù le tài yáng.
5075,无关,wú guān,to have nothing to do with; unrelated; irrelevant,ไม่เกี่ยวข้อง; ไม่สัมพันธ์กัน; ไม่เกี่ยวกับ,6,这与我的工作无关。,zhè yǔ wǒ de gōngzuò wú guān.
5076,物品,wù pǐn,"item, article, goods, object","สิ่งของ, สินค้า, วัตถุ",6,这些物品很贵重。,Zhè xiē wùpǐn hěn guìzhòng.
5077,无效,wú xiào,invalid; ineffective; null and void,"ไร้ผล, ไม่มีผล, โมฆะ",6,这个合同已经无效了。,Zhège hétóng yǐjīng wú xiào le.
5078,误,wù,to mistake; to misunderstand; error; to delay,เข้าใจผิด; ผิดพลาด; ทำให้ล่าช้า,6,别误会他的意思。,Bié wùhuì tā de yìsi.
5079,舞蹈,wǔ dǎo,dance (as an art form or performance),การเต้นรำ (ในฐานะศิลปะหรือการแสดง),6,她热爱舞蹈艺术。,Tā rè'ài wǔdǎo yìshù.
5080,西班牙语,Xī bān yá yǔ,Spanish language,ภาษาสเปน,6,他正在学习西班牙语。,Tā zhèngzài xuéxí Xībānyáyǔ.
5081,吸毒,xī dú,to take drugs; to use narcotics,เสพยาหรือสารเสพติด,6,吸毒会严重危害健康。,Xī dú huì yánzhòng wēihài jiànkāng.
5082,牺牲,xī shēng,to sacrifice; to give up something valuable for a higher purpose,เสียสละ; ยอมสละสิ่งที่มีค่าเพื่อเป้าหมายที่สูงกว่า,6,他为国家牺牲了生命。,tā wèi guó jiā xī shēng le shēng mìng.
5083,洗衣粉,xǐ yī fěn,laundry detergent powder,ผงซักฟอก,6,我买了一袋洗衣粉。,Wǒ mǎi le yī dài xǐ yī fěn.
5084,细胞,xì bāo,cell (biology),เซลล์ (ชีววิทยา),6,细胞是生命的基本单位。,Xì bāo shì shēng mìng de jī běn dān wèi.
5085,戏曲,xì qǔ,traditional Chinese opera,ละครจีนแบบดั้งเดิม,6,他喜欢看传统戏曲。,tā xǐ huān kàn chuán tǒng xì qǔ.
5086,细菌,xì jūn,Bacteria; germs; microscopic organisms that can cause disease.,แบคทีเรีย; เชื้อจุลินทรีย์ขนาดเล็กที่สามารถทำให้เกิดโรคได้,6,细菌会导致疾病。,xì jūn huì dǎo zhì jí bìng.
5087,先锋,xiān fēng,vanguard; pioneer; leading force,แนวหน้า; ผู้บุกเบิก; กองหน้า,6,他是我们团队的先锋。,tā shì wǒmen tuánduì de xiān fēng.
5088,嫌,xián,to dislike; to mind; to find something unsatisfactory,ไม่ชอบ; รังเกียจ; รู้สึกไม่พอใจ,6,他嫌房间太吵。,Tā xián fángjiān tài chǎo.
5089,显出,xiǎn chū,to show; to reveal; to display,แสดงให้เห็น; เผยให้เห็น; แสดงออก,6,他的脸上显出笑容。,Tā de liǎn shàng xiǎn chū xiào róng.
5090,险,xiǎn,dangerous; perilous; hazardous,อันตราย; เสี่ยง; ลำบาก,6,山路很险，开车要小心。,"shān lù hěn xiǎn, kāi chē yào xiǎo xīn."
5091,陷入,xiàn rù,to fall into; to get caught in; to sink into (a state or situation),ตกเข้าไป; ติดอยู่ใน; จมลงใน (สถานะหรือสถานการณ์),6,他陷入了深深的思考。,tā xiàn rù le shēn shēn de sī kǎo.
5092,响声,xiǎng shēng,sound; noise; a sound or noise produced by something,เสียง; เสียงดัง; เสียงที่เกิดจากบางสิ่ง,6,远处传来一阵响声。,yuǎn chù chuán lái yī zhèn xiǎng shēng.
5093,线路,xiàn lù,"route, line, circuit","เส้นทาง, สาย, วงจร",6,这条线路连接两个城市。,Zhè tiáo xiàn lù lián jiē liǎng gè chéng shì.
5094,想不到,xiǎng bu dào,unexpected; cannot imagine; beyond one's expectations,คาดไม่ถึง; ไม่นึกฝัน; นอกเหนือจากความคาดหวัง,6,这个结果真想不到。,Zhège jiéguǒ zhēn xiǎng bu dào.
5095,消耗,xiāo hào,to consume; to use up; to deplete; consumption,ใช้ไป; หมดไป; การบริโภค,6,运动消耗大量能量。,Yùndòng xiāohào dàliàng néngliàng.
5096,消灭,xiāo miè,to eliminate; to wipe out; to exterminate; to destroy completely,กำจัด; ทำลายล้าง; ทำให้หมดสิ้น; กำจัดให้สิ้นซาก,6,我们必须消灭这些害虫。,Wǒmen bìxū xiāo miè zhèxiē hàichóng.
5097,小费,xiǎo fèi,tip (money given for service),ทิป (เงินที่ให้เพื่อบริการ),6,服务员收到了小费。,fú wù yuán shōu dào le xiǎo fèi.
5098,小麦,xiǎo mài,wheat,ข้าวสาลี,6,北方种植小麦。,běi fāng zhòng zhí xiǎo mài.
5099,小于,xiǎo yú,less than; smaller than,น้อยกว่า,6,这个数字小于十。,Zhège shùzì xiǎo yú shí.
5100,笑脸,xiào liǎn,smiling face; cheerful expression,ใบหน้ายิ้มแย้ม; รอยยิ้ม,6,她总是带着笑脸。,Tā zǒng shì dài zhe xiào liǎn.
5101,晓得,xiǎo de,to know; to be aware of,รู้; ทราบ,6,我晓得他的意思。,wǒ xiǎo de tā de yì si.
5102,笑容,xiào róng,Smile; smiling expression,รอยยิ้ม; การแสดงออกทางสีหน้าที่ยิ้ม,6,她的笑容很灿烂。,Tā de xiào róng hěn càn làn.
5103,笑声,xiào shēng,The sound of laughter; laughter.,เสียงหัวเราะ,6,教室里充满了笑声。,jiào shì lǐ chōng mǎn le xiào shēng.
5104,协会,xié huì,association; society; organization formed by people with common interests or goals,สมาคม; องค์กรที่ก่อตั้งโดยกลุ่มคนที่มีความสนใจหรือเป้าหมายร่วมกัน,6,这个协会组织得很好。,Zhège xiéhuì zǔzhī dé hěn hǎo.
5105,协商,xié shāng,to consult; to negotiate; to discuss and reach an agreement,ปรึกษาหารือ; เจรจาต่อรอง; หารือและตกลงกัน,6,双方需要协商解决这个问题。,shuāng fāng xū yào xié shāng jiě jué zhè ge wèn tí.
5106,协调,xié tiáo,to coordinate; to harmonize; to bring into harmony; to make compatible,ประสานงาน; ทำให้ประสานกัน; ทำให้เข้ากันได้,6,我们需要协调工作。,Wǒmen xūyào xiétiáo gōngzuò.
5107,写字楼,xiě zì lóu,office building,ตึกสำนักงาน,6,这座写字楼很高。,Zhè zuò xiě zì lóu hěn gāo.
5108,协助,xié zhù,to assist; to help; to support,ช่วยเหลือ; สนับสนุน,6,他协助我们完成任务。,tā xié zhù wǒ men wán chéng rèn wu.
5109,写字台,xiě zì tái,Writing desk; a desk specifically designed for writing or studying.,โต๊ะเขียนหนังสือ; โต๊ะที่ออกแบบมาเฉพาะสำหรับการเขียนหรือเรียนหนังสือ,6,他在写字台上工作。,Tā zài xiě zì tái shàng gōng zuò.
5110,心愿,xīn yuàn,A cherished desire or heartfelt wish.,"ความปรารถนาในใจ, ความหวังที่ตั้งใจไว้",6,我的心愿是环游世界。,Wǒ de xīn yuàn shì huán yóu shì jiè.
5111,心脏,xīn zàng,heart (organ),หัวใจ (อวัยวะ),6,心脏是人体最重要的器官。,xīn zàng shì rén tǐ zuì zhòng yào de qì guān.
5112,心灵,xīn líng,"mind, spirit, or soul; the inner world of thoughts and emotions","จิตใจ, วิญญาณ, หรือจิตวิญญาณ; โลกภายในของความคิดและอารมณ์",6,音乐能净化心灵。,Yīnyuè néng jìnghuà xīn líng.
5113,心脏病,xīn zàng bìng,heart disease,โรคหัวใจ,6,他有心脏病，需要休息。,"Tā yǒu xīn zàng bìng, xūyào xiūxi."
5114,新人,xīn rén,newcomer; new person; new employee; new member,ผู้มาใหม่; พนักงานใหม่; สมาชิกใหม่,6,公司来了几位新人。,Gōngsī lái le jǐ wèi xīn rén.
5115,新兴,"Xīn xīng, xīn xīng",emerging; new and developing,เกิดใหม่; กำลังพัฒนา,6,这个新兴行业很有前景。,Zhège xīnxīng hángyè hěn yǒu qiánjǐng.
5116,薪水,xīn shuǐ,salary; wages,เงินเดือน; ค่าจ้าง,6,他的薪水很高。,Tā de xīn shuǐ hěn gāo.
5117,信仰,xìn yǎng,faith; belief; conviction,ความเชื่อ; ศรัทธา; ความศรัทธา,6,他有坚定的信仰。,Tā yǒu jiāndìng de xìnyǎng.
5118,信用,xìn yòng,Credit; trustworthiness; reliability in fulfilling obligations.,เครดิต; ความน่าเชื่อถือ; ความสามารถในการปฏิบัติตามข้อผูกพัน,6,他的信用很好。,tā de xìn yòng hěn hǎo.
5119,行程,xíng chéng,itinerary; schedule; travel plan,กำหนดการเดินทาง; ตารางเวลา; แผนการเดินทาง,6,我们的行程很紧凑。,Wǒmen de xíngchéng hěn jǐncòu.
5120,兴旺,xīng wàng,prosperous; thriving; flourishing,เจริญรุ่งเรือง; เฟื่องฟู; รุ่งเรือง,6,这个城市经济很兴旺。,Zhège chéngshì jīngjì hěn xīngwàng.
5121,形,xíng,form; shape; appearance; configuration,รูปร่าง; รูปทรง; ลักษณะภายนอก; การจัดวาง,6,这座山的形状很特别。,Zhè zuò shān de xíngzhuàng hěn tèbié.
5122,凶手,xiōng shǒu,murderer; perpetrator (of a crime),ฆาตกร; ผู้ก่อเหตุอาชญากรรม,6,凶手已经被警察逮捕了。,Xiōng shǒu yǐjīng bèi jǐngchá dàibǔ le.
5123,袖珍,xiù zhēn,pocket-sized; miniature; compact,ขนาดเล็ก; แบบพกพา; ขนาดกระเป๋า,6,这本袖珍词典很方便。,Zhè běn xiù zhēn cídiǎn hěn fāngbiàn.
5124,修车,xiū chē,to repair a vehicle,ซ่อมรถ,6,他正在修车。,Tā zhèngzài xiū chē.
5125,凶,xiōng,"fierce, ferocious, violent, inauspicious, ominous","ดุร้าย, รุนแรง, น่ากลัว, ไม่เป็นมงคล",6,他的表情很凶。,Tā de biǎoqíng hěn xiōng.
5126,悬,xuán,to hang; to suspend; to be unresolved or pending,แขวน; ห้อย; ยังไม่ได้รับการแก้ไขหรือตัดสิน,6,问题仍然悬而未决。,Wèntí réngrán xuán ér wèi jué.
5127,旋转,xuán zhuǎn,to rotate; to revolve; to spin,หมุน; หมุนเวียน; หมุนรอบ,6,地球在不停地旋转。,Dìqiú zài bù tíng de xuán zhuǎn.
5128,选拔,xuǎn bá,to select or choose (especially for a position or role based on merit),คัดเลือก (โดยเฉพาะสำหรับตำแหน่งหรือบทบาทตามความสามารถ),6,选拔优秀人才很重要。,xuǎn bá yōu xiù rén cái hěn zhòng yào.
5129,学会,xué huì,to learn; to master (a skill or knowledge),เรียนรู้; ฝึกฝนจนเชี่ยวชาญ (ทักษะหรือความรู้),6,他很快学会了游泳。,Tā hěn kuài xué huì le yóu yǒng.
5130,选举,xuǎn jǔ,election; to elect,การเลือกตั้ง; เลือกตั้ง,6,他们选举了新主席。,Tāmen xuǎnjǔ le xīn zhǔxí.
5131,学员,xué yuán,"student, trainee, learner (typically in a formal or organized educational setting)","นักเรียน, ผู้เรียน, ผู้เข้ารับการฝึกอบรม (มักใช้ในบริบททางการศึกษาแบบเป็นทางการหรือมีโครงสร้าง)",6,这位学员学习很认真。,Zhè wèi xué yuán xué xí hěn rèn zhēn.
5132,血液,xuè yè,blood,เลือด,6,血液检查很重要。,xuè yè jiǎn chá hěn zhòng yào.
5133,血管,xuè guǎn,blood vessel,หลอดเลือด,6,血管输送血液到全身。,xuè guǎn shū sòng xuè yè dào quán shēn.
5134,压迫,yā pò,"Oppression; to oppress or suppress, often involving unjust or cruel treatment that restricts freedom.",การกดขี่; การกดดันหรือปราบปรามอย่างไม่เป็นธรรม มักเกี่ยวข้องกับการจำกัดเสรีภาพ,6,压迫导致反抗。,yā pò dǎo zhì fǎn kàng.
5135,循环,xún huán,cycle; circulation; loop; to circulate; to repeat in a cycle,วงจร; การหมุนเวียน; การวนซ้ำ; หมุนเวียน; ทำซ้ำเป็นวงจร,6,水循环是自然规律。,shuǐ xún huán shì zì rán guī lǜ.
5136,烟花,yān huā,fireworks; pyrotechnics,ดอกไม้ไฟ; พลุ,6,烟花照亮了夜空。,Yānhuā zhàoliàngle yèkōng.
5137,沿海,yán hǎi,coastal; along the coast,ชายฝั่ง; ตามแนวชายฝั่ง,6,沿海城市很发达。,yán hǎi chéng shì hěn fā dá.
5138,沿,yán,"along; to follow (a path, route, etc.); edge; border","ตาม; ไปตาม (เส้นทาง, เส้นทาง ฯลฯ); ขอบ; ชายแดน",6,我们沿着河边散步。,Wǒmen yánzhe hé biān sànbù.
5139,沿着,yán zhe,"along; following (a path, route, or direction)","ตาม (เส้นทาง, เส้นทางเดิน, หรือทิศทาง)",6,沿着河边散步很舒服。,yán zhe hé biān sàn bù hěn shū fu.
5140,研发,yán fā,to research and develop; R&D,วิจัยและพัฒนา,6,公司正在研发新产品。,Gōngsī zhèngzài yánfā xīn chǎnpǐn.
